id_pedido;id_calendario;id_cliente;id_vendedor;id_loja;status
88;2;369;1;1;pago
89;2;492;91;46;pago
90;3;427;88;44;enviado
91;3;151;75;38;pago
92;3;492;91;46;pago
93;3;383;78;39;enviado
94;3;344;93;47;pago
95;3;414;100;54;pago
96;3;306;87;44;pago
97;3;409;63;32;pago
98;3;341;63;32;pago
99;3;357;34;17;pago
100;3;392;57;29;pago
101;3;358;6;3;pago
102;3;142;6;3;pendente
103;3;451;98;52;pago
104;3;472;31;16;pago
105;3;290;8;4;pago
106;3;484;90;45;enviado
107;3;385;72;36;pago
108;3;319;37;19;pago
109;3;451;98;52;pago
110;3;224;28;14;pago
111;3;427;88;44;pago
112;3;81;100;54;pago
113;3;226;21;11;pago
114;3;180;97;51;pago
115;3;99;42;21;pago
116;3;193;82;41;pago
117;3;291;46;23;pago
118;3;352;37;19;pago
119;3;423;93;47;pago
120;3;212;11;6;pago
121;3;211;99;53;pago
122;3;25;50;25;pago
123;3;444;20;10;pago
124;3;472;31;16;pago
125;3;398;69;35;pago
126;3;488;6;3;pago
127;3;455;48;24;pago
128;3;130;18;9;pago
129;3;200;79;40;pago
130;3;252;96;50;pago
131;3;108;100;54;pago
132;3;144;77;39;pago
133;4;365;34;17;cancelado
134;4;305;3;2;pago
135;4;324;25;13;enviado
136;4;491;97;51;pago
137;4;126;92;46;pago
138;4;213;50;25;pago
139;4;169;37;19;pago
140;4;60;71;36;cancelado
141;4;97;85;43;pago
142;4;230;83;42;pago
143;4;179;45;23;pago
144;4;391;40;20;pago
145;4;50;96;50;enviado
146;4;152;94;48;pago
147;4;78;74;37;pago
148;4;335;94;48;pago
149;4;497;88;44;pago
150;4;473;83;42;pago
151;4;402;75;38;pago
152;5;350;34;17;pago
153;5;239;39;20;pago
154;5;218;37;19;pago
155;5;176;16;8;pago
156;5;309;29;15;pago
157;5;340;59;30;pendente
158;5;369;1;1;pago
159;5;99;42;21;pago
160;5;300;95;49;pago
161;5;262;49;25;pago
162;5;488;5;3;pendente
163;5;80;53;27;pago
164;5;40;79;40;pago
165;5;207;29;15;pago
166;5;94;15;8;enviado
167;5;402;76;38;pago
168;5;260;68;34;pendente
169;5;394;8;4;enviado
170;5;172;100;54;pago
171;5;203;14;7;pago
172;5;261;93;47;pago
173;5;247;25;13;pago
174;5;185;20;10;pago
175;5;413;14;7;cancelado
176;5;378;46;23;cancelado
177;5;152;94;48;pago
178;5;244;25;13;cancelado
179;5;71;20;10;pago
180;5;139;88;44;pago
181;5;129;57;29;pago
182;5;307;62;31;pago
183;5;354;93;47;cancelado
184;5;260;68;34;pago
185;6;61;21;11;pago
186;6;418;32;16;pendente
187;6;354;93;47;pago
188;6;16;32;16;pago
189;6;389;12;6;pago
190;6;157;42;21;pago
191;6;472;31;16;pago
192;6;484;90;45;pago
193;6;393;46;23;pago
194;6;317;57;29;pago
195;6;303;91;46;pago
196;6;295;57;29;pago
197;6;31;61;31;pago
198;6;306;87;44;pago
199;6;446;30;15;pago
200;6;182;26;13;pago
201;6;402;75;38;pago
202;6;407;25;13;pago
203;6;249;87;44;pago
204;6;443;97;51;pago
205;6;252;96;50;cancelado
206;6;473;84;42;pago
207;6;416;73;37;pago
208;6;426;60;30;pago
209;6;334;26;13;pago
210;6;206;51;26;pago
211;6;200;80;40;pago
212;7;271;73;37;pago
213;7;82;8;4;pago
214;7;353;9;5;pago
215;7;277;98;52;pago
216;7;451;98;52;cancelado
217;7;3;5;3;pago
218;7;453;24;12;pago
219;7;300;95;49;pago
220;7;106;96;50;pago
221;7;430;75;38;pago
222;7;434;11;6;pago
223;7;130;18;9;pago
224;7;94;16;8;pago
225;7;246;95;49;pago
226;7;342;72;36;pago
227;7;327;34;17;pago
228;7;430;76;38;pago
229;7;49;95;49;pago
230;7;222;34;17;pago
231;7;311;90;45;pago
232;7;30;59;30;pago
233;7;83;4;2;pago
234;7;34;68;34;pago
235;7;181;99;53;pago
236;7;16;32;16;pago
237;7;485;20;10;cancelado
238;7;285;37;19;pago
239;8;275;35;18;pago
240;8;287;4;2;pago
241;8;355;1;1;pago
242;8;408;1;1;pago
243;8;405;35;18;pago
244;8;373;37;19;pago
245;8;439;33;17;pago
246;8;435;95;49;pago
247;8;233;55;28;pago
248;8;472;32;16;pendente
249;8;359;13;7;pago
250;8;26;52;26;cancelado
251;8;454;95;49;pago
252;8;358;5;3;pago
253;8;238;91;46;pago
254;8;277;98;52;pago
255;8;176;16;8;pago
256;8;42;84;42;pago
257;8;28;56;28;pago
258;8;226;22;11;pago
259;8;37;73;37;pago
260;8;201;62;31;pendente
261;9;5;10;5;pago
262;9;223;98;52;pago
263;9;39;78;39;pago
264;9;260;68;34;pendente
265;9;107;66;33;pago
266;9;209;98;52;pago
267;9;86;77;39;pago
268;9;439;34;17;pago
269;9;196;43;22;pago
270;9;207;30;15;pago
271;9;87;89;45;pago
272;9;410;17;9;pago
273;9;304;12;6;pago
274;9;432;44;22;pago
275;9;38;76;38;pago
276;9;92;1;1;pago
277;9;128;9;5;pago
278;9;80;54;27;pago
279;9;262;49;25;pago
280;9;445;68;34;pago
281;9;106;96;50;pago
282;9;478;10;5;pago
283;9;80;54;27;pago
284;9;80;53;27;pago
285;9;16;31;16;cancelado
286;9;5;9;5;pago
287;10;422;60;30;enviado
288;10;444;19;10;pago
289;10;441;49;25;pendente
290;10;409;64;32;pago
291;10;430;76;38;pago
292;10;464;61;31;pago
293;10;485;19;10;pago
294;10;69;71;36;pago
295;10;168;42;21;pago
296;10;268;65;33;pago
297;10;100;13;7;pago
298;10;253;38;19;pago
299;10;455;47;24;cancelado
300;10;38;75;38;pago
301;10;332;82;41;cancelado
302;10;467;24;12;pago
303;10;399;73;37;pago
304;10;498;95;49;pago
305;10;181;99;53;pago
306;10;90;14;7;pago
307;10;80;54;27;pago
308;10;281;9;5;pago
309;10;200;80;40;pago
310;11;142;6;3;pago
311;11;300;95;49;pago
312;11;248;86;43;pendente
313;11;412;35;18;pago
314;11;157;42;21;pendente
315;11;387;11;6;pago
316;11;22;43;22;pago
317;11;169;37;19;pago
318;11;171;47;24;pago
319;11;72;12;6;pendente
320;11;57;69;35;pago
321;11;482;41;21;pago
322;11;427;88;44;pago
323;11;219;38;19;pago
324;11;452;98;52;cancelado
325;11;361;35;18;pago
326;11;142;5;3;pago
327;11;369;2;1;pago
328;11;138;67;34;pendente
329;11;113;30;15;pago
330;11;230;84;42;pago
331;11;120;24;12;pago
332;11;173;46;23;pago
333;11;176;16;8;pago
334;11;8;16;8;pago
335;11;296;62;31;pago
336;11;99;41;21;pago
337;11;61;22;11;pago
338;11;236;30;15;pago
339;11;300;95;49;pago
340;11;462;28;14;pago
341;11;168;41;21;pago
342;11;418;32;16;pago
343;11;247;26;13;pago
344;11;115;72;36;pago
345;12;380;85;43;pago
346;12;347;1;1;pago
347;12;243;39;20;pago
348;12;277;98;52;pendente
349;12;322;43;22;pendente
350;12;257;43;22;pendente
351;12;170;39;20;pago
352;12;148;74;37;pago
353;12;408;1;1;pago
354;12;296;62;31;pago
355;12;210;52;26;pago
356;12;164;77;39;pago
357;12;27;53;27;pago
358;12;389;11;6;pago
359;12;327;33;17;cancelado
360;12;315;36;18;pago
361;12;239;40;20;pago
362;12;306;87;44;cancelado
363;12;16;31;16;pago
364;12;207;30;15;pago
365;12;165;72;36;cancelado
366;12;49;95;49;pago
367;12;422;59;30;pago
368;12;327;34;17;pago
369;12;374;4;2;pago
370;12;156;71;36;pago
371;12;204;100;54;pago
372;12;203;14;7;pago
373;12;204;100;54;enviado
374;12;25;49;25;pago
375;12;450;64;32;pendente
376;12;238;91;46;pago
377;12;174;52;26;pago
378;12;267;5;3;pago
379;12;247;25;13;pago
380;12;325;94;48;pago
381;12;458;54;27;pago
382;12;193;81;41;cancelado
383;12;488;6;3;pago
384;12;493;97;51;cancelado
385;13;73;59;30;pago
386;13;271;74;37;pago
387;13;493;97;51;pago
388;13;192;47;24;enviado
389;13;250;12;6;pago
390;13;255;23;12;pago
391;13;104;43;22;cancelado
392;13;487;52;26;pago
393;13;90;13;7;pago
394;13;117;69;35;pendente
395;13;325;94;48;pago
396;13;369;1;1;pago
397;13;330;24;12;cancelado
398;13;207;29;15;enviado
399;13;363;48;24;pago
400;13;404;93;47;pago
401;13;423;93;47;cancelado
402;13;463;42;21;pago
403;13;46;91;46;pago
404;14;397;91;46;pago
405;14;15;30;15;pago
406;14;404;93;47;pago
407;14;382;23;12;pago
408;14;23;45;23;pago
409;14;59;38;19;pendente
410;14;396;76;38;pago
411;14;71;20;10;pago
412;14;29;57;29;pago
413;14;420;95;49;pago
414;14;253;38;19;pago
415;14;81;100;54;pendente
416;14;128;10;5;pago
417;14;477;16;8;pago
418;14;384;93;47;cancelado
419;14;399;74;37;enviado
420;14;455;47;24;pago
421;14;59;38;19;enviado
422;14;418;32;16;pago
423;14;306;88;44;pago
424;14;299;50;25;pago
425;14;218;37;19;pago
426;14;193;82;41;enviado
427;15;467;24;12;pago
428;15;443;97;51;pago
429;15;144;77;39;pago
430;15;491;97;51;pago
431;15;240;55;28;enviado
432;15;176;15;8;pago
433;15;221;82;41;pago
434;15;29;58;29;pago
435;15;267;6;3;pago
436;15;208;83;42;cancelado
437;15;434;12;6;pago
438;15;164;78;39;pago
439;15;50;96;50;pendente
440;15;322;43;22;pago
441;15;277;98;52;pago
442;15;48;94;48;pago
443;15;76;17;9;pago
444;15;373;37;19;pago
445;15;372;19;10;enviado
446;15;103;10;5;pago
447;15;80;53;27;pago
448;15;296;62;31;cancelado
449;15;123;93;47;enviado
450;15;8;16;8;pago
451;15;409;64;32;pago
452;15;387;11;6;enviado
453;15;235;49;25;pago
454;15;325;94;48;pago
455;15;316;23;12;pendente
456;15;393;45;23;pago
457;15;106;96;50;pago
458;15;180;97;51;pago
459;15;199;22;11;pago
460;15;119;1;1;pago
461;15;220;82;41;pago
462;15;61;21;11;pago
463;15;362;18;9;pago
464;15;378;46;23;pago
465;15;461;44;22;pago
466;15;459;33;17;pago
467;15;421;90;45;pago
468;15;437;7;4;pago
469;15;266;51;26;pago
470;15;358;6;3;pago
471;15;118;56;28;pago
472;15;87;89;45;pago
473;15;130;17;9;pago
474;15;399;73;37;cancelado
475;15;43;86;43;pago
476;15;236;29;15;pago
477;15;107;65;33;pago
478;15;279;52;26;pago
479;15;393;45;23;pago
480;15;122;82;41;pago
481;15;52;98;52;pago
482;15;286;37;19;pago
483;15;131;65;33;pago
484;15;178;52;26;pago
485;15;103;9;5;pago
486;16;295;57;29;cancelado
487;16;339;18;9;pago
488;16;210;52;26;pago
489;16;437;8;4;pago
490;16;425;67;34;cancelado
491;16;477;15;8;pago
492;16;494;37;19;pago
493;16;30;59;30;pago
494;16;39;78;39;pago
495;16;342;71;36;pago
496;16;99;42;21;pendente
497;16;440;23;12;pago
498;16;454;95;49;pago
499;16;495;100;54;pago
500;16;193;82;41;pago
501;16;383;78;39;pago
502;16;499;67;34;pago
503;16;386;47;24;cancelado
504;16;140;66;33;pago
505;16;291;45;23;pago
506;16;16;32;16;pago
507;16;249;88;44;pago
508;16;417;16;8;pago
509;16;50;96;50;pago
510;16;418;31;16;pago
511;16;183;80;40;pago
512;16;492;92;46;pago
513;16;474;70;35;pago
514;16;479;71;36;pago
515;16;312;7;4;pago
516;16;270;85;43;pago
517;16;301;93;47;pago
518;16;140;66;33;pago
519;16;1;1;1;pago
520;16;211;99;53;pago
521;16;463;42;21;pago
522;16;349;93;47;pago
523;16;273;56;28;pendente
524;16;16;32;16;pago
525;16;488;6;3;pago
526;16;294;69;35;enviado
527;16;133;47;24;pago
528;16;484;90;45;pendente
529;16;280;92;46;pago
530;16;220;82;41;pendente
531;16;487;51;26;pago
532;16;363;47;24;pago
533;16;494;37;19;pago
534;16;252;96;50;pago
535;16;483;29;15;pago
536;16;130;17;9;pago
537;16;68;77;39;pendente
538;16;422;60;30;pago
539;16;360;4;2;pago
540;16;53;99;53;pago
541;16;78;73;37;pago
542;16;15;30;15;pago
543;16;404;93;47;pago
544;17;449;85;43;pago
545;17;350;34;17;pago
546;17;494;38;19;pago
547;17;307;62;31;pago
548;17;451;98;52;pago
549;17;445;67;34;pago
550;17;200;79;40;pago
551;17;83;4;2;pago
552;17;241;47;24;pago
553;17;478;10;5;pago
554;17;422;59;30;pago
555;17;290;7;4;enviado
556;17;359;14;7;pago
557;17;181;99;53;pago
558;17;491;97;51;pago
559;17;99;41;21;pago
560;17;221;82;41;pago
561;17;418;32;16;pago
562;17;228;27;14;pago
563;17;367;59;30;pago
564;17;150;82;41;pendente
565;17;266;51;26;pago
566;17;27;54;27;enviado
567;17;468;76;38;pago
568;17;143;90;45;pago
569;17;18;36;18;pago
570;17;466;79;40;pago
571;17;29;58;29;pago
572;17;71;19;10;cancelado
573;17;8;16;8;pago
574;17;296;61;31;pago
575;17;29;57;29;pago
576;18;480;23;12;pago
577;18;365;33;17;pendente
578;18;8;15;8;cancelado
579;18;327;33;17;pago
580;18;99;41;21;pago
581;18;150;82;41;pago
582;18;303;92;46;cancelado
583;18;362;18;9;pendente
584;18;377;62;31;enviado
585;18;159;48;24;pago
586;18;360;4;2;pago
587;18;180;97;51;pago
588;18;76;17;9;enviado
589;18;183;79;40;pago
590;18;181;99;53;pago
591;18;320;56;28;pago
592;18;226;22;11;pago
593;18;342;72;36;pago
594;18;18;35;18;pago
595;18;224;28;14;pago
596;18;384;93;47;enviado
597;18;491;97;51;pago
598;18;71;19;10;pendente
599;18;73;59;30;pendente
600;18;27;53;27;pago
601;18;155;40;20;pago
602;18;274;70;35;pago
603;18;141;74;37;pago
604;18;397;92;46;pago
605;18;472;31;16;pago
606;18;199;22;11;pago
607;18;306;88;44;pago
608;18;409;63;32;pago
609;18;346;80;40;pago
610;18;264;79;40;pago
611;19;463;42;21;pago
612;19;78;74;37;pago
613;19;466;80;40;pago
614;19;41;81;41;pago
615;19;62;10;5;pago
616;19;457;23;12;pendente
617;19;274;70;35;pago
618;19;459;33;17;pago
619;19;367;59;30;pago
620;19;82;8;4;pago
621;19;348;23;12;pendente
622;19;106;96;50;pago
623;19;340;60;30;enviado
624;19;193;81;41;pago
625;19;180;97;51;pago
626;19;161;95;49;pago
627;19;418;31;16;pago
628;19;260;67;34;pago
629;19;360;4;2;pago
630;19;6;12;6;enviado
631;19;357;34;17;pago
632;19;155;39;20;pendente
633;19;194;12;6;pago
634;19;65;70;35;pago
635;19;305;4;2;pago
636;19;34;68;34;pago
637;19;53;99;53;pago
638;19;157;41;21;pago
639;19;257;44;22;pago
640;19;454;95;49;pago
641;19;437;7;4;pago
642;19;336;43;22;enviado
643;19;151;76;38;pago
644;19;402;76;38;pago
645;19;233;55;28;pago
646;19;453;24;12;pago
647;19;239;39;20;pago
648;19;226;22;11;pago
649;19;405;35;18;pago
650;19;464;61;31;pago
651;19;246;95;49;pago
652;19;360;3;2;pago
653;19;473;83;42;pago
654;19;417;16;8;pago
655;19;232;72;36;pago
656;19;418;31;16;pago
657;19;237;24;12;pago
658;19;469;2;1;pago
659;19;303;91;46;pago
660;19;51;97;51;pago
661;19;332;82;41;enviado
662;19;145;62;31;pago
663;20;336;44;22;pago
664;20;204;100;54;pago
665;20;359;13;7;pago
666;20;331;18;9;pago
667;20;252;96;50;pago
668;20;372;20;10;pago
669;20;218;37;19;pago
670;20;74;33;17;enviado
671;20;274;70;35;pago
672;20;437;8;4;pago
673;20;275;36;18;pago
674;20;212;11;6;pago
675;20;477;15;8;pago
676;20;47;93;47;pago
677;20;196;44;22;pago
678;20;374;3;2;pago
679;20;144;78;39;pago
680;20;98;12;6;pago
681;20;387;11;6;pago
682;20;373;38;19;pago
683;20;458;53;27;pago
684;20;169;38;19;pago
685;20;380;86;43;pago
686;20;350;34;17;pago
687;20;39;78;39;pago
688;20;273;55;28;pago
689;20;372;20;10;pago
690;20;459;34;17;enviado
691;20;236;30;15;pago
692;20;122;82;41;enviado
693;20;462;28;14;pago
694;20;113;30;15;pago
695;20;260;68;34;cancelado
696;21;349;93;47;pago
697;21;163;43;22;pendente
698;21;82;8;4;cancelado
699;21;83;4;2;pago
700;21;458;53;27;pago
701;21;265;22;11;enviado
702;21;235;49;25;pago
703;21;254;13;7;pago
704;21;3;5;3;pago
705;21;104;43;22;pago
706;21;432;43;22;pago
707;21;32;63;32;pago
708;21;255;23;12;pago
709;21;253;37;19;pendente
710;21;108;100;54;pago
711;21;145;62;31;pendente
712;21;479;72;36;pago
713;21;101;55;28;pendente
714;21;368;50;25;cancelado
715;21;432;44;22;pago
716;21;245;74;37;pago
717;21;146;16;8;enviado
718;21;350;33;17;pago
719;21;285;37;19;pago
720;21;6;11;6;pago
721;21;390;68;34;pago
722;21;478;10;5;pago
723;21;295;57;29;pago
724;21;397;92;46;pago
725;21;64;92;46;pago
726;21;19;37;19;pago
727;21;418;31;16;pago
728;21;425;67;34;pendente
729;21;16;32;16;pago
730;21;102;98;52;pendente
731;21;138;68;34;pago
732;21;85;39;20;pago
733;21;225;12;6;enviado
734;21;64;91;46;pago
735;21;38;76;38;pago
736;21;135;27;14;enviado
737;21;255;24;12;pago
738;21;311;89;45;pago
739;21;114;2;1;pago
740;21;499;68;34;pago
741;22;429;46;23;pago
742;22;351;50;25;pago
743;22;146;16;8;pago
744;22;259;50;25;pago
745;22;212;12;6;pago
746;22;490;78;39;pago
747;22;392;58;29;pago
748;22;105;42;21;pago
749;22;74;33;17;pago
750;22;199;21;11;pago
751;22;151;76;38;pago
752;22;142;5;3;pago
753;22;329;41;21;pago
754;22;452;98;52;enviado
755;22;58;11;6;pago
756;22;496;33;17;pago
757;22;4;8;4;pago
758;22;254;14;7;pendente
759;22;40;80;40;pendente
760;22;215;86;43;pago
761;22;376;52;26;pago
762;22;115;72;36;pago
763;22;120;24;12;pago
764;22;62;9;5;pago
765;22;233;55;28;enviado
766;22;462;28;14;pago
767;22;346;79;40;pago
768;22;214;94;48;enviado
769;22;470;55;28;pago
770;22;405;35;18;pago
771;23;474;70;35;pago
772;23;377;61;31;pago
773;23;315;36;18;pago
774;23;80;53;27;pago
775;23;489;87;44;pago
776;23;399;73;37;pago
777;23;144;77;39;pago
778;23;179;46;23;pago
779;23;412;35;18;pago
780;23;335;94;48;pago
781;23;478;9;5;cancelado
782;23;363;48;24;pago
783;23;468;75;38;pago
784;23;466;79;40;pago
785;23;441;49;25;pago
786;23;17;34;17;pago
787;23;243;39;20;pago
788;23;386;48;24;pago
789;23;51;97;51;pago
790;23;280;91;46;pago
791;23;207;29;15;pago
792;23;6;11;6;pago
793;23;491;97;51;pago
794;23;72;12;6;pago
795;23;4;7;4;pago
796;23;176;15;8;pago
797;23;472;32;16;pago
798;23;15;29;15;pago
799;23;105;42;21;pago
800;23;46;91;46;pago
801;23;179;45;23;pago
802;23;158;83;42;cancelado
803;23;242;86;43;pago
804;23;196;43;22;pendente
805;23;331;17;9;pago
806;23;50;96;50;pago
807;23;488;5;3;pago
808;23;190;88;44;enviado
809;23;409;63;32;pago
810;23;175;17;9;pago
811;23;148;73;37;pago
812;23;414;100;54;pago
813;23;340;59;30;pago
814;23;489;88;44;pago
815;23;344;93;47;pago
816;23;224;27;14;pago
817;23;327;34;17;pago
818;23;494;38;19;pago
819;23;14;28;14;pago
820;24;404;93;47;cancelado
821;24;19;37;19;pago
822;24;22;43;22;pago
823;24;170;39;20;pago
824;24;470;56;28;pago
825;24;446;30;15;pago
826;24;487;51;26;pago
827;24;430;75;38;pago
828;24;410;17;9;pendente
829;24;29;58;29;pago
830;24;420;95;49;pago
831;24;24;47;24;pago
832;24;222;33;17;enviado
833;24;436;11;6;pago
834;24;277;98;52;pago
835;24;311;90;45;pago
836;24;238;91;46;pago
837;24;233;56;28;pago
838;24;8;15;8;pago
839;24;387;11;6;pago
840;24;458;53;27;pago
841;24;106;96;50;pago
842;24;165;72;36;pago
843;24;9;17;9;pago
844;24;277;98;52;pago
845;24;166;77;39;pago
846;24;5;9;5;pago
847;24;212;12;6;pago
848;24;478;10;5;pago
849;24;27;54;27;pago
850;24;51;97;51;pago
851;24;214;94;48;pago
852;24;157;42;21;pago
853;24;205;100;54;pago
854;24;62;10;5;pago
855;24;107;65;33;pago
856;24;183;79;40;pago
857;24;378;46;23;pago
858;24;480;23;12;pago
859;24;27;53;27;pago
860;24;321;27;14;enviado
861;24;211;99;53;pago
862;24;500;58;29;pago
863;24;8;15;8;pago
864;24;497;87;44;pago
865;24;82;7;4;pendente
866;24;465;95;49;pago
867;24;316;23;12;pago
868;24;453;23;12;pago
869;24;452;98;52;pago
870;24;96;99;53;pago
871;24;151;76;38;pago
872;24;393;46;23;pago
873;24;227;56;28;pago
874;24;280;91;46;pago
875;24;20;40;20;pago
876;25;442;85;43;pago
877;25;382;24;12;pago
878;25;358;5;3;pago
879;25;18;36;18;pago
880;25;260;67;34;enviado
881;25;181;99;53;pago
882;25;237;23;12;pago
883;25;275;36;18;pendente
884;25;295;58;29;pago
885;25;127;81;41;pago
886;25;194;12;6;enviado
887;25;69;72;36;enviado
888;25;138;68;34;pago
889;25;287;4;2;pago
890;25;367;60;30;pago
891;25;455;48;24;pago
892;25;412;35;18;pago
893;25;298;88;44;pago
894;25;226;21;11;pago
895;25;28;55;28;cancelado
896;25;19;38;19;pago
897;25;151;75;38;pago
898;25;243;40;20;pago
899;25;73;60;30;enviado
900;25;321;27;14;pago
901;25;50;96;50;pago
902;25;227;55;28;pago
903;25;383;77;39;pago
904;25;216;77;39;pago
905;26;355;1;1;pago
906;26;424;47;24;pago
907;26;85;40;20;enviado
908;26;377;61;31;pago
909;26;83;3;2;enviado
910;26;322;44;22;pago
911;26;336;44;22;pago
912;26;331;17;9;pago
913;26;120;23;12;pago
914;26;179;45;23;pago
915;26;360;4;2;pago
916;26;255;23;12;pago
917;26;402;76;38;pago
918;26;143;89;45;pago
919;26;158;84;42;cancelado
920;26;458;53;27;pago
921;26;387;12;6;pago
922;26;366;94;48;pago
923;26;432;44;22;pago
924;26;336;44;22;pago
925;26;102;98;52;pago
926;26;53;99;53;pago
927;26;432;44;22;pendente
928;26;13;25;13;cancelado
929;26;496;34;17;pago
930;26;113;29;15;pendente
931;26;450;63;32;pago
932;26;16;32;16;pago
933;27;133;48;24;pago
934;27;4;8;4;pago
935;27;402;75;38;pago
936;27;257;43;22;pago
937;27;313;6;3;pago
938;27;147;87;44;pago
939;27;209;98;52;pago
940;27;451;98;52;pago
941;27;252;96;50;pago
942;27;290;7;4;pago
943;27;226;21;11;pago
944;27;228;28;14;pago
945;27;317;57;29;pago
946;27;100;14;7;pago
947;27;472;31;16;cancelado
948;27;63;99;53;pago
949;27;170;40;20;enviado
950;27;433;84;42;pendente
951;27;473;84;42;pago
952;27;48;94;48;pago
953;27;420;95;49;pago
954;27;344;93;47;pago
955;27;395;90;45;pago
956;27;490;78;39;pago
957;27;136;64;32;pago
958;27;114;1;1;pago
959;27;190;87;44;pago
960;27;226;22;11;pago
961;28;407;26;13;pago
962;28;415;61;31;pago
963;28;297;90;45;pago
964;28;239;40;20;pendente
965;28;385;71;36;cancelado
966;28;51;97;51;pago
967;28;409;64;32;pago
968;28;325;94;48;pago
969;28;322;44;22;pago
970;28;17;34;17;cancelado
971;28;430;75;38;enviado
972;28;161;95;49;pago
973;28;481;84;42;pago
974;28;48;94;48;pago
975;28;281;9;5;pago
976;28;104;43;22;pago
977;28;295;58;29;pago
978;28;291;46;23;pago
979;28;53;99;53;enviado
980;28;229;72;36;pago
981;28;392;57;29;pago
982;28;257;44;22;enviado
983;28;383;78;39;enviado
984;28;50;96;50;pago
985;28;62;9;5;pago
986;28;199;21;11;pago
987;28;121;27;14;pago
988;28;50;96;50;pago
989;28;376;51;26;pago
990;28;423;93;47;pago
991;28;76;17;9;pago
992;28;455;48;24;pago
993;28;472;31;16;pago
994;28;438;11;6;pago
995;28;315;36;18;pago
996;28;284;46;23;pago
997;28;182;25;13;pago
998;28;186;41;21;pago
999;28;390;67;34;pago
1000;28;425;67;34;pago
1001;28;204;100;54;pago
1002;29;261;93;47;pago
1003;29;339;17;9;pago
1004;29;443;97;51;pago
1005;29;341;64;32;pago
1006;29;265;21;11;pendente
1007;29;163;43;22;cancelado
1008;29;428;74;37;pago
1009;29;443;97;51;enviado
1010;29;385;71;36;pago
1011;29;293;51;26;pendente
1012;29;181;99;53;pago
1013;29;78;73;37;pago
1014;29;168;42;21;pago
1015;29;336;43;22;pago
1016;29;202;79;40;pendente
1017;29;351;50;25;pendente
1018;29;50;96;50;pago
1019;29;212;11;6;pendente
1020;29;136;64;32;pago
1021;29;332;82;41;pago
1022;29;261;93;47;pago
1023;29;458;53;27;pago
1024;29;418;31;16;pago
1025;29;117;69;35;pago
1026;29;94;16;8;pago
1027;29;156;72;36;pago
1028;29;244;26;13;pago
1029;29;6;12;6;pago
1030;29;173;45;23;pago
1031;29;406;51;26;enviado
1032;29;107;66;33;pago
1033;29;410;17;9;pago
1034;29;362;17;9;pago
1035;29;148;73;37;pago
1036;29;483;29;15;pago
1037;29;71;20;10;cancelado
1038;29;68;78;39;cancelado
1039;29;135;28;14;cancelado
1040;29;224;28;14;pago
1041;29;252;96;50;pago
1042;29;157;42;21;pago
1043;29;483;30;15;pago
1044;29;18;35;18;pago
1045;29;86;78;39;pago
1046;29;291;46;23;pago
1047;29;464;62;31;pago
1048;29;441;49;25;pago
1049;29;199;22;11;pago
1050;29;374;4;2;pago
