id_estoque;id_loja;id_produto;quantidade
136;2;56;322
137;2;57;338
138;2;58;325
139;2;59;391
140;2;60;350
141;2;61;211
142;2;62;140
143;2;63;161
144;2;64;427
145;2;65;25
146;2;66;115
147;2;67;186
148;2;68;174
149;2;69;423
150;2;70;201
151;2;71;49
152;2;72;283
153;2;73;211
154;2;74;455
155;2;75;482
156;2;76;256
157;2;77;263
158;2;78;206
159;2;79;133
160;2;80;34
161;3;1;488
162;3;2;266
163;3;3;489
164;3;4;31
165;3;5;364
166;3;6;220
167;3;7;81
168;3;8;359
169;3;9;446
170;3;10;287
171;3;11;64
172;3;12;494
173;3;13;398
174;3;14;466
175;3;15;213
176;3;16;281
177;3;17;188
178;3;18;465
179;3;19;296
180;3;20;274
181;3;21;300
182;3;22;64
183;3;23;115
184;3;24;391
185;3;25;452
186;3;26;436
187;3;27;218
188;3;28;156
189;3;29;318
190;3;30;433
191;3;31;262
192;3;32;172
193;3;33;281
194;3;34;177
195;3;35;273
196;3;36;355
197;3;37;217
198;3;38;127
199;3;39;41
200;3;40;413
201;3;41;352
202;3;42;343
203;3;43;336
204;3;44;59
205;3;45;466
206;3;46;375
207;3;47;135
208;3;48;299
209;3;49;187
210;3;50;133
211;3;51;140
212;3;52;387
213;3;53;232
214;3;54;156
215;3;55;390
216;3;56;362
217;3;57;195
218;3;58;96
219;3;59;104
220;3;60;48
221;3;61;219
222;3;62;317
223;3;63;60
224;3;64;111
225;3;65;386
226;3;66;216
227;3;67;439
228;3;68;49
229;3;69;98
230;3;70;298
231;3;71;307
232;3;72;449
233;3;73;465
234;3;74;197
235;3;75;152
236;3;76;190
237;3;77;261
238;3;78;241
239;3;79;143
240;3;80;42
241;4;1;108
242;4;2;148
243;4;3;339
244;4;4;225
245;4;5;162
246;4;6;387
247;4;7;388
248;4;8;147
249;4;9;301
250;4;10;177
251;4;11;286
252;4;12;481
253;4;13;42
254;4;14;133
255;4;15;160
256;4;16;435
257;4;17;187
258;4;18;295
259;4;19;149
260;4;20;452
261;4;21;343
262;4;22;302
263;4;23;359
264;4;24;433
265;4;25;161
266;4;26;30
267;4;27;228
268;4;28;455
269;4;29;100
270;4;30;110
271;4;31;137
272;4;32;152
273;4;33;365
274;4;34;24
275;4;35;343
276;4;36;339
277;4;37;137
278;4;38;107
279;4;39;25
280;4;40;128
281;4;41;441
282;4;42;453
283;4;43;493
284;4;44;110
285;4;45;246
286;4;46;417
287;4;47;425
288;4;48;324
289;4;49;33
290;4;50;393
291;4;51;332
292;4;52;37
293;4;53;57
294;4;54;214
295;4;55;196
296;4;56;500
297;4;57;199
298;4;58;396
299;4;59;132
300;4;60;352
301;4;61;35
302;4;62;332
303;4;63;332
304;4;64;76
305;4;65;339
306;4;66;22
307;4;67;353
308;4;68;146
309;4;69;227
310;4;70;499
311;4;71;60
312;4;72;347
313;4;73;87
314;4;74;108
315;4;75;240
316;4;76;347
317;4;77;172
318;4;78;376
319;4;79;196
320;4;80;334
321;5;1;239
322;5;2;74
323;5;3;466
324;5;4;182
325;5;5;114
326;5;6;492
327;5;7;266
328;5;8;405
329;5;9;397
330;5;10;85
331;5;11;272
332;5;12;138
333;5;13;142
334;5;14;56
335;5;15;188
336;5;16;192
337;5;17;248
338;5;18;299
339;5;19;174
340;5;20;356
341;5;21;141
342;5;22;135
343;5;23;39
344;5;24;315
345;5;25;53
346;5;26;120
347;5;27;204
348;5;28;415
349;5;29;423
350;5;30;340
351;5;31;136
352;5;32;466
353;5;33;494
354;5;34;75
355;5;35;215
356;5;36;406
357;5;37;214
358;5;38;274
359;5;39;119
360;5;40;355
361;5;41;419
362;5;42;66
363;5;43;209
364;5;44;21
365;5;45;262
366;5;46;351
367;5;47;116
368;5;48;312
369;5;49;71
370;5;50;121
371;5;51;390
372;5;52;289
373;5;53;259
374;5;54;222
375;5;55;416
376;5;56;199
377;5;57;303
378;5;58;347
379;5;59;248
380;5;60;286
381;5;61;442
382;5;62;394
383;5;63;264
384;5;64;343
385;5;65;264
386;5;66;308
387;5;67;275
388;5;68;297
389;5;69;396
390;5;70;233
391;5;71;476
392;5;72;455
393;5;73;427
394;5;74;84
395;5;75;474
396;5;76;149
397;5;77;391
398;5;78;486
399;5;79;335
400;5;80;260
401;6;1;449
402;6;2;285
403;6;3;288
404;6;4;248
405;6;5;263
406;6;6;93
407;6;7;207
408;6;8;154
409;6;9;30
410;6;10;408
411;6;11;145
412;6;12;22
413;6;13;64
414;6;14;470
415;6;15;346
416;6;16;326
417;6;17;63
418;6;18;485
419;6;19;87
420;6;20;119
421;6;21;143
422;6;22;128
423;6;23;356
424;6;24;278
425;6;25;428
426;6;26;318
427;6;27;370
428;6;28;311
429;6;29;70
430;6;30;114
431;6;31;422
432;6;32;220
433;6;33;386
434;6;34;419
435;6;35;435
436;6;36;316
437;6;37;265
438;6;38;37
439;6;39;115
440;6;40;447
441;6;41;315
442;6;42;28
443;6;43;146
444;6;44;199
445;6;45;490
446;6;46;492
447;6;47;203
448;6;48;224
449;6;49;402
450;6;50;460
451;6;51;457
452;6;52;477
453;6;53;455
454;6;54;264
455;6;55;124
456;6;56;27
457;6;57;249
458;6;58;418
459;6;59;461
460;6;60;173
461;6;61;41
462;6;62;415
463;6;63;295
464;6;64;208
465;6;65;98
466;6;66;72
467;6;67;223
468;6;68;174
469;6;69;175
470;6;70;408
471;6;71;466
472;6;72;332
473;6;73;466
474;6;74;126
475;6;75;338
476;6;76;242
477;6;77;473
478;6;78;315
479;6;79;495
480;6;80;280
481;7;1;414
482;7;2;118
483;7;3;257
484;7;4;205
485;7;5;461
486;7;6;454
487;7;7;451
488;7;8;131
489;7;9;211
490;7;10;66
491;7;11;130
492;7;12;495
493;7;13;434
494;7;14;363
495;7;15;257
496;7;16;246
497;7;17;238
498;7;18;39
499;7;19;103
500;7;20;420
501;7;21;477
502;7;22;484
503;7;23;82
504;7;24;461
505;7;25;372
506;7;26;65
507;7;27;388
508;7;28;54
509;7;29;97
510;7;30;76
511;7;31;211
512;7;32;222
513;7;33;29
514;7;34;181
515;7;35;33
516;7;36;84
517;7;37;55
518;7;38;243
519;7;39;142
520;7;40;392
521;7;41;266
522;7;42;380
523;7;43;127
524;7;44;357
525;7;45;55
526;7;46;55
527;7;47;62
528;7;48;105
529;7;49;275
530;7;50;180
531;7;51;483
532;7;52;491
533;7;53;345
534;7;54;278
535;7;55;363
536;7;56;158
537;7;57;434
538;7;58;245
539;7;59;378
540;7;60;199
541;7;61;41
542;7;62;101
543;7;63;273
544;7;64;216
545;7;65;293
546;7;66;486
547;7;67;401
548;7;68;454
549;7;69;444
550;7;70;476
551;7;71;473
552;7;72;239
553;7;73;386
554;7;74;364
555;7;75;480
556;7;76;458
557;7;77;393
558;7;78;329
559;7;79;80
560;7;80;464
561;8;1;171
562;8;2;138
563;8;3;434
564;8;4;378
565;8;5;118
566;8;6;291
567;8;7;244
568;8;8;193
569;8;9;340
570;8;10;364
571;8;11;301
572;8;12;400
573;8;13;34
574;8;14;141
575;8;15;312
576;8;16;203
577;8;17;83
578;8;18;135
579;8;19;391
580;8;20;51
581;8;21;262
582;8;22;46
583;8;23;234
584;8;24;364
585;8;25;254
586;8;26;134
587;8;27;493
588;8;28;139
589;8;29;353
590;8;30;268
591;8;31;338
592;8;32;83
593;8;33;136
594;8;34;368
595;8;35;452
596;8;36;313
597;8;37;226
598;8;38;492
599;8;39;242
600;8;40;476
601;8;41;304
602;8;42;290
603;8;43;50
604;8;44;246
605;8;45;409
606;8;46;407
607;8;47;278
608;8;48;379
609;8;49;444
610;8;50;440
611;8;51;90
612;8;52;345
613;8;53;348
614;8;54;345
615;8;55;119
616;8;56;483
617;8;57;133
618;8;58;180
619;8;59;423
620;8;60;354
621;8;61;435
622;8;62;490
623;8;63;121
624;8;64;65
625;8;65;205
626;8;66;436
627;8;67;84
628;8;68;472
629;8;69;372
630;8;70;170
631;8;71;372
632;8;72;436
633;8;73;411
634;8;74;425
635;8;75;59
636;8;76;90
637;8;77;22
638;8;78;250
639;8;79;365
640;8;80;499
641;9;1;186
642;9;2;442
643;9;3;432
644;9;4;225
645;9;5;254
646;9;6;235
647;9;7;114
648;9;8;420
649;9;9;136
650;9;10;167
651;9;11;313
652;9;12;334
653;9;13;387
654;9;14;255
655;9;15;52
656;9;16;295
657;9;17;479
658;9;18;31
659;9;19;333
660;9;20;397
661;9;21;386
662;9;22;337
663;9;23;241
664;9;24;434
665;9;25;335
666;9;26;149
667;9;27;187
668;9;28;452
669;9;29;454
670;9;30;153
671;9;31;465
672;9;32;85
673;9;33;228
674;9;34;314
675;9;35;191
676;9;36;228
677;9;37;452
678;9;38;498
679;9;39;402
680;9;40;479
681;9;41;24
682;9;42;311
683;9;43;475
684;9;44;444
685;9;45;39
686;9;46;420
687;9;47;262
688;9;48;205
689;9;49;399
690;9;50;282
691;9;51;179
692;9;52;196
693;9;53;120
694;9;54;234
695;9;55;218
696;9;56;118
697;9;57;82
698;9;58;262
699;9;59;398
700;9;60;105
701;9;61;475
702;9;62;22
703;9;63;417
704;9;64;398
705;9;65;314
706;9;66;104
707;9;67;146
708;9;68;179
709;9;69;162
710;9;70;153
711;9;71;353
712;9;72;493
713;9;73;209
714;9;74;95
715;9;75;220
716;9;76;102
717;9;77;422
718;9;78;237
719;9;79;123
720;9;80;492
721;10;1;150
722;10;2;379
723;10;3;479
724;10;4;35
725;10;5;348
726;10;6;151
727;10;7;153
728;10;8;217
729;10;9;204
730;10;10;36
731;10;11;66
732;10;12;483
733;10;13;375
734;10;14;378
735;10;15;343
736;10;16;99
737;10;17;103
738;10;18;176
739;10;19;462
740;10;20;373
741;10;21;221
742;10;22;130
743;10;23;376
744;10;24;292
745;10;25;232
746;10;26;373
747;10;27;233
748;10;28;214
749;10;29;59
750;10;30;380
751;10;31;428
752;10;32;262
753;10;33;420
754;10;34;199
755;10;35;496
756;10;36;465
757;10;37;352
758;10;38;317
759;10;39;248
760;10;40;138
761;10;41;214
762;10;42;483
763;10;43;245
764;10;44;172
765;10;45;93
766;10;46;383
767;10;47;304
768;10;48;410
769;10;49;206
770;10;50;450
771;10;51;352
772;10;52;264
773;10;53;359
774;10;54;309
775;10;55;395
776;10;56;484
777;10;57;459
778;10;58;132
779;10;59;226
780;10;60;153
781;10;61;143
782;10;62;88
783;10;63;82
784;10;64;387
785;10;65;290
786;10;66;120
787;10;67;95
788;10;68;118
789;10;69;493
790;10;70;479
791;10;71;363
792;10;72;279
793;10;73;297
794;10;74;362
795;10;75;496
796;10;76;215
797;10;77;151
798;10;78;403
799;10;79;496
800;10;80;439
801;11;1;62
802;11;2;363
803;11;3;341
804;11;4;408
805;11;5;96
806;11;6;380
807;11;7;217
808;11;8;315
809;11;9;92
810;11;10;410
811;11;11;350
812;11;12;310
813;11;13;192
814;11;14;173
815;11;15;471
816;11;16;63
817;11;17;429
818;11;18;264
819;11;19;330
820;11;20;26
821;11;21;211
822;11;22;233
823;11;23;127
824;11;24;212
825;11;25;493
826;11;26;468
827;11;27;55
828;11;28;410
829;11;29;269
830;11;30;237
831;11;31;152
832;11;32;433
833;11;33;74
834;11;34;52
835;11;35;21
836;11;36;414
837;11;37;176
838;11;38;280
839;11;39;331
840;11;40;117
841;11;41;84
842;11;42;93
843;11;43;284
844;11;44;60
845;11;45;389
846;11;46;405
847;11;47;472
848;11;48;459
849;11;49;21
850;11;50;63
851;11;51;128
852;11;52;334
853;11;53;131
854;11;54;197
855;11;55;64
856;11;56;294
857;11;57;252
858;11;58;309
859;11;59;404
860;11;60;66
861;11;61;259
862;11;62;65
863;11;63;461
864;11;64;197
865;11;65;437
866;11;66;494
867;11;67;97
868;11;68;290
869;11;69;303
870;11;70;322
871;11;71;103
872;11;72;223
873;11;73;398
874;11;74;234
875;11;75;256
876;11;76;113
877;11;77;302
878;11;78;154
879;11;79;195
880;11;80;37
881;12;1;173
882;12;2;308
883;12;3;236
884;12;4;61
885;12;5;463
886;12;6;50
887;12;7;354
888;12;8;466
889;12;9;204
890;12;10;467
891;12;11;455
892;12;12;33
893;12;13;90
894;12;14;239
895;12;15;461
896;12;16;136
897;12;17;487
898;12;18;193
899;12;19;341
900;12;20;53
901;12;21;347
902;12;22;62
903;12;23;353
904;12;24;257
905;12;25;139
906;12;26;462
907;12;27;83
908;12;28;393
909;12;29;146
910;12;30;435
911;12;31;202
912;12;32;410
913;12;33;204
914;12;34;285
915;12;35;165
916;12;36;496
917;12;37;284
918;12;38;88
919;12;39;113
920;12;40;265
921;12;41;109
922;12;42;81
923;12;43;56
924;12;44;388
925;12;45;364
926;12;46;309
927;12;47;26
928;12;48;260
929;12;49;482
930;12;50;418
931;12;51;463
932;12;52;194
933;12;53;76
934;12;54;228
935;12;55;299
936;12;56;486
937;12;57;224
938;12;58;340
939;12;59;176
940;12;60;433
941;12;61;255
942;12;62;322
943;12;63;83
944;12;64;461
945;12;65;243
946;12;66;393
947;12;67;183
948;12;68;255
949;12;69;217
950;12;70;298
951;12;71;202
952;12;72;86
953;12;73;192
954;12;74;160
955;12;75;335
956;12;76;408
957;12;77;61
958;12;78;480
959;12;79;412
960;12;80;282
961;13;1;460
962;13;2;65
963;13;3;216
964;13;4;457
965;13;5;465
966;13;6;192
967;13;7;52
968;13;8;320
969;13;9;129
970;13;10;213
971;13;11;146
972;13;12;382
973;13;13;393
974;13;14;437
975;13;15;103
976;13;16;289
977;13;17;141
978;13;18;280
979;13;19;134
980;13;20;359
981;13;21;497
982;13;22;31
983;13;23;479
984;13;24;186
985;13;25;306
986;13;26;83
987;13;27;171
988;13;28;500
989;13;29;195
990;13;30;256
991;13;31;407
992;13;32;156
993;13;33;330
994;13;34;229
995;13;35;474
996;13;36;313
997;13;37;218
998;13;38;378
999;13;39;152
1000;13;40;257
1001;13;41;317
1002;13;42;180
1003;13;43;26
1004;13;44;57
1005;13;45;384
1006;13;46;267
1007;13;47;304
1008;13;48;328
1009;13;49;327
1010;13;50;410
1011;13;51;454
1012;13;52;293
1013;13;53;481
1014;13;54;459
1015;13;55;237
1016;13;56;305
1017;13;57;224
1018;13;58;34
1019;13;59;487
1020;13;60;387
1021;13;61;408
1022;13;62;213
1023;13;63;317
1024;13;64;417
1025;13;65;174
1026;13;66;261
1027;13;67;28
1028;13;68;441
1029;13;69;252
1030;13;70;299
1031;13;71;50
1032;13;72;69
1033;13;73;172
1034;13;74;449
1035;13;75;467
1036;13;76;121
1037;13;77;318
1038;13;78;298
1039;13;79;288
1040;13;80;283
1041;14;1;416
1042;14;2;361
1043;14;3;144
1044;14;4;386
1045;14;5;150
1046;14;6;482
1047;14;7;369
1048;14;8;409
1049;14;9;477
1050;14;10;90
1051;14;11;289
1052;14;12;430
1053;14;13;464
1054;14;14;283
1055;14;15;500
1056;14;16;322
1057;14;17;449
1058;14;18;211
1059;14;19;198
1060;14;20;405
1061;14;21;491
1062;14;22;432
1063;14;23;451
1064;14;24;330
1065;14;25;216
1066;14;26;332
1067;14;27;447
1068;14;28;282
1069;14;29;336
1070;14;30;103
1071;14;31;385
1072;14;32;346
1073;14;33;499
1074;14;34;64
1075;14;35;139
1076;14;36;84
1077;14;37;446
1078;14;38;464
1079;14;39;275
1080;14;40;129
1081;14;41;306
1082;14;42;349
1083;14;43;85
1084;14;44;230
1085;14;45;23
1086;14;46;362
1087;14;47;44
1088;14;48;87
1089;14;49;174
1090;14;50;95
1091;14;51;68
1092;14;52;431
1093;14;53;149
1094;14;54;216
1095;14;55;122
1096;14;56;141
1097;14;57;282
1098;14;58;404
1099;14;59;95
1100;14;60;133
1101;14;61;277
1102;14;62;270
1103;14;63;444
1104;14;64;38
1105;14;65;290
1106;14;66;196
1107;14;67;483
1108;14;68;488
1109;14;69;494
1110;14;70;52
1111;14;71;111
1112;14;72;231
1113;14;73;68
1114;14;74;201
1115;14;75;25
1116;14;76;383
1117;14;77;272
1118;14;78;308
1119;14;79;160
1120;14;80;142
1121;15;1;87
1122;15;2;495
1123;15;3;174
1124;15;4;80
1125;15;5;41
1126;15;6;315
1127;15;7;296
1128;15;8;470
1129;15;9;124
1130;15;10;171
1131;15;11;337
1132;15;12;149
1133;15;13;112
1134;15;14;373
1135;15;15;345
1136;15;16;85
1137;15;17;143
1138;15;18;255
1139;15;19;85
1140;15;20;105
1141;15;21;242
1142;15;22;483
1143;15;23;342
1144;15;24;400
1145;15;25;184
1146;15;26;381
1147;15;27;107
1148;15;28;325
1149;15;29;320
1150;15;30;114
1151;15;31;393
1152;15;32;382
1153;15;33;157
1154;15;34;59
1155;15;35;288
1156;15;36;47
1157;15;37;179
1158;15;38;254
1159;15;39;179
1160;15;40;63
1161;15;41;34
1162;15;42;169
1163;15;43;140
1164;15;44;103
1165;15;45;72
1166;15;46;132
1167;15;47;330
1168;15;48;108
1169;15;49;361
1170;15;50;298
1171;15;51;393
1172;15;52;164
1173;15;53;93
1174;15;54;479
1175;15;55;219
1176;15;56;302
1177;15;57;476
1178;15;58;23
1179;15;59;97
1180;15;60;316
1181;15;61;392
1182;15;62;471
1183;15;63;188
1184;15;64;82
1185;15;65;375
1186;15;66;441
1187;15;67;244
1188;15;68;376
1189;15;69;299
1190;15;70;204
1191;15;71;267
1192;15;72;449
1193;15;73;240
1194;15;74;393
1195;15;75;221
1196;15;76;463
1197;15;77;152
1198;15;78;114
1199;15;79;398
1200;15;80;25
1201;16;1;90
1202;16;2;415
1203;16;3;374
1204;16;4;99
1205;16;5;106
1206;16;6;322
1207;16;7;62
1208;16;8;20
1209;16;9;396
1210;16;10;376
1211;16;11;220
1212;16;12;411
1213;16;13;305
1214;16;14;131
1215;16;15;468
1216;16;16;425
1217;16;17;393
1218;16;18;218
1219;16;19;282
1220;16;20;476
1221;16;21;468
1222;16;22;149
1223;16;23;131
1224;16;24;301
1225;16;25;447
1226;16;26;69
1227;16;27;163
1228;16;28;38
1229;16;29;375
1230;16;30;219
1231;16;31;439
1232;16;32;214
1233;16;33;23
1234;16;34;37
1235;16;35;416
1236;16;36;294
1237;16;37;361
1238;16;38;147
1239;16;39;460
1240;16;40;82
1241;16;41;153
1242;16;42;149
1243;16;43;247
1244;16;44;264
1245;16;45;236
1246;16;46;327
1247;16;47;266
1248;16;48;429
1249;16;49;80
1250;16;50;131
1251;16;51;380
1252;16;52;456
1253;16;53;345
1254;16;54;131
1255;16;55;29
1256;16;56;232
1257;16;57;264
1258;16;58;71
1259;16;59;273
1260;16;60;27
1261;16;61;75
1262;16;62;419
1263;16;63;33
1264;16;64;348
1265;16;65;86
1266;16;66;66
1267;16;67;296
1268;16;68;46
1269;16;69;402
1270;16;70;225
1271;16;71;180
1272;16;72;191
1273;16;73;491
1274;16;74;117
1275;16;75;440
1276;16;76;390
1277;16;77;128
1278;16;78;271
1279;16;79;476
1280;16;80;382
1281;17;1;427
1282;17;2;220
1283;17;3;482
1284;17;4;216
1285;17;5;418
1286;17;6;189
1287;17;7;461
1288;17;8;270
1289;17;9;419
1290;17;10;310
1291;17;11;342
1292;17;12;241
1293;17;13;88
1294;17;14;22
1295;17;15;439
1296;17;16;114
1297;17;17;427
1298;17;18;169
1299;17;19;256
1300;17;20;71
1301;17;21;211
1302;17;22;302
1303;17;23;174
1304;17;24;60
1305;17;25;343
1306;17;26;324
1307;17;27;41
1308;17;28;224
1309;17;29;118
1310;17;30;123
1311;17;31;385
1312;17;32;80
1313;17;33;197
1314;17;34;399
1315;17;35;161
1316;17;36;422
1317;17;37;120
1318;17;38;484
1319;17;39;156
1320;17;40;157
1321;17;41;422
1322;17;42;80
1323;17;43;116
1324;17;44;152
1325;17;45;257
1326;17;46;376
1327;17;47;353
1328;17;48;479
1329;17;49;154
1330;17;50;73
1331;17;51;500
1332;17;52;163
1333;17;53;231
1334;17;54;107
1335;17;55;98
1336;17;56;174
1337;17;57;95
1338;17;58;232
1339;17;59;456
1340;17;60;137
1341;17;61;500
1342;17;62;385
1343;17;63;116
1344;17;64;162
1345;17;65;179
1346;17;66;50
1347;17;67;232
1348;17;68;151
1349;17;69;375
1350;17;70;27
1351;17;71;70
1352;17;72;312
1353;17;73;66
1354;17;74;347
1355;17;75;426
1356;17;76;317
1357;17;77;247
1358;17;78;245
1359;17;79;208
1360;17;80;158
1361;18;1;415
1362;18;2;235
1363;18;3;253
1364;18;4;145
1365;18;5;419
1366;18;6;383
1367;18;7;137
1368;18;8;136
1369;18;9;428
1370;18;10;377
1371;18;11;79
1372;18;12;75
1373;18;13;488
1374;18;14;466
1375;18;15;336
1376;18;16;206
1377;18;17;246
1378;18;18;346
1379;18;19;485
1380;18;20;216
1381;18;21;403
1382;18;22;196
1383;18;23;408
1384;18;24;190
1385;18;25;366
1386;18;26;62
1387;18;27;422
1388;18;28;350
1389;18;29;34
1390;18;30;387
1391;18;31;164
1392;18;32;136
1393;18;33;239
1394;18;34;405
1395;18;35;376
1396;18;36;95
1397;18;37;454
1398;18;38;175
1399;18;39;248
1400;18;40;65
1401;18;41;41
1402;18;42;325
1403;18;43;361
1404;18;44;499
1405;18;45;38
1406;18;46;117
1407;18;47;238
1408;18;48;171
1409;18;49;417
1410;18;50;384
1411;18;51;38
1412;18;52;182
1413;18;53;397
1414;18;54;178
1415;18;55;325
1416;18;56;233
1417;18;57;230
1418;18;58;352
1419;18;59;235
1420;18;60;470
1421;18;61;218
1422;18;62;195
1423;18;63;391
1424;18;64;429
1425;18;65;442
1426;18;66;132
1427;18;67;174
1428;18;68;292
1429;18;69;117
1430;18;70;130
1431;18;71;295
1432;18;72;466
1433;18;73;470
1434;18;74;384
1435;18;75;448
1436;18;76;386
1437;18;77;331
1438;18;78;169
1439;18;79;225
1440;18;80;118
1441;19;1;270
1442;19;2;201
1443;19;3;111
1444;19;4;401
1445;19;5;162
1446;19;6;376
1447;19;7;407
1448;19;8;390
1449;19;9;266
1450;19;10;20
1451;19;11;418
1452;19;12;290
1453;19;13;392
1454;19;14;181
1455;19;15;430
1456;19;16;174
1457;19;17;99
1458;19;18;371
1459;19;19;45
1460;19;20;431
1461;19;21;386
1462;19;22;320
1463;19;23;487
1464;19;24;135
1465;19;25;441
1466;19;26;496
1467;19;27;449
1468;19;28;423
1469;19;29;122
1470;19;30;355
1471;19;31;133
1472;19;32;50
1473;19;33;468
1474;19;34;274
1475;19;35;435
1476;19;36;29
1477;19;37;277
1478;19;38;267
1479;19;39;320
1480;19;40;59
1481;19;41;155
1482;19;42;443
1483;19;43;273
1484;19;44;228
1485;19;45;109
1486;19;46;109
1487;19;47;295
1488;19;48;103
1489;19;49;105
1490;19;50;414
1491;19;51;435
1492;19;52;448
1493;19;53;266
1494;19;54;258
1495;19;55;210
1496;19;56;43
1497;19;57;138
1498;19;58;97
1499;19;59;181
1500;19;60;418
1501;19;61;337
1502;19;62;372
1503;19;63;53
1504;19;64;162
1505;19;65;206
1506;19;66;286
1507;19;67;280
1508;19;68;225
1509;19;69;99
1510;19;70;243
1511;19;71;287
1512;19;72;186
1513;19;73;355
1514;19;74;185
1515;19;75;355
1516;19;76;154
1517;19;77;468
1518;19;78;385
1519;19;79;26
1520;19;80;339
1521;20;1;35
1522;20;2;120
1523;20;3;145
1524;20;4;225
1525;20;5;333
1526;20;6;139
1527;20;7;187
1528;20;8;395
1529;20;9;150
1530;20;10;441
1531;20;11;128
1532;20;12;247
1533;20;13;243
1534;20;14;169
1535;20;15;410
1536;20;16;71
1537;20;17;52
1538;20;18;468
1539;20;19;341
1540;20;20;165
1541;20;21;151
1542;20;22;49
1543;20;23;105
1544;20;24;89
1545;20;25;498
1546;20;26;481
1547;20;27;208
1548;20;28;245
1549;20;29;231
1550;20;30;310
1551;20;31;101
1552;20;32;408
1553;20;33;205
1554;20;34;426
1555;20;35;308
1556;20;36;345
1557;20;37;293
1558;20;38;378
1559;20;39;423
1560;20;40;253
1561;20;41;71
1562;20;42;66
1563;20;43;373
1564;20;44;281
1565;20;45;269
1566;20;46;236
1567;20;47;167
1568;20;48;184
1569;20;49;464
1570;20;50;353
1571;20;51;263
1572;20;52;331
1573;20;53;259
1574;20;54;227
1575;20;55;436
1576;20;56;146
1577;20;57;299
1578;20;58;265
1579;20;59;228
1580;20;60;480
1581;20;61;493
1582;20;62;160
1583;20;63;455
1584;20;64;497
1585;20;65;345
1586;20;66;401
1587;20;67;163
1588;20;68;261
1589;20;69;488
1590;20;70;418
1591;20;71;296
1592;20;72;270
1593;20;73;68
1594;20;74;208
1595;20;75;381
1596;20;76;446
1597;20;77;204
1598;20;78;59
1599;20;79;295
1600;20;80;260
1601;21;1;386
1602;21;2;420
1603;21;3;355
1604;21;4;359
1605;21;5;371
1606;21;6;242
1607;21;7;288
1608;21;8;449
1609;21;9;207
1610;21;10;260
1611;21;11;452
1612;21;12;173
1613;21;13;434
1614;21;14;477
1615;21;15;224
1616;21;16;348
1617;21;17;392
1618;21;18;72
1619;21;19;257
1620;21;20;287
1621;21;21;48
1622;21;22;308
1623;21;23;76
1624;21;24;203
1625;21;25;98
1626;21;26;187
1627;21;27;89
1628;21;28;258
1629;21;29;374
1630;21;30;53
1631;21;31;138
1632;21;32;63
1633;21;33;115
1634;21;34;300
1635;21;35;74
1636;21;36;426
1637;21;37;388
1638;21;38;331
1639;21;39;288
1640;21;40;366
1641;21;41;459
1642;21;42;320
1643;21;43;314
1644;21;44;31
1645;21;45;178
1646;21;46;408
1647;21;47;454
1648;21;48;340
1649;21;49;110
1650;21;50;56
1651;21;51;92
1652;21;52;460
1653;21;53;377
1654;21;54;384
1655;21;55;316
1656;21;56;209
1657;21;57;320
1658;21;58;41
1659;21;59;389
1660;21;60;44
1661;21;61;294
