id_movimentacao;id_estoque;id_item_pedido;tipo_movimentacao;quantidade;id_calendario
114;4104;130.0;Saída;1.0;1
115;4107;131.0;Saída;3.0;1
116;4152;132.0;Saída;3.0;1
117;4084;133.0;Saída;3.0;1
118;4242;134.0;Saída;2.0;2
119;4316;135.0;Saída;3.0;2
120;4317;136.0;Saída;3.0;2
121;4250;137.0;Saída;2.0;2
122;4266;138.0;Saída;3.0;2
123;4305;139.0;Saída;2.0;2
124;3823;140.0;Saída;3.0;2
125;3773;141.0;Saída;1.0;2
126;3815;142.0;Saída;2.0;2
127;3769;143.0;Saída;1.0;2
128;3813;144.0;Saída;1.0;2
129;2622;145.0;Saída;3.0;2
130;2635;146.0;Saída;3.0;2
131;1371;147.0;Saída;2.0;2
132;3112;148.0;Saída;2.0;2
133;2966;149.0;Saída;2.0;2
134;2993;150.0;Saída;1.0;2
135;553;151.0;Saída;1.0;2
136;539;152.0;Saída;3.0;2
137;503;153.0;Saída;1.0;2
138;3793;154.0;Saída;1.0;2
139;3814;155.0;Saída;1.0;2
140;33;156.0;Saída;3.0;2
141;60;157.0;Saída;2.0;2
142;3729;158.0;Saída;3.0;2
143;3712;159.0;Saída;3.0;2
144;3728;160.0;Saída;3.0;2
145;624;161.0;Saída;2.0;2
146;2464;162.0;Saída;1.0;2
147;275;163.0;Saída;3.0;2
148;295;164.0;Saída;1.0;2
149;242;165.0;Saída;1.0;2
150;310;166.0;Saída;1.0;2
151;305;167.0;Saída;2.0;2
152;731;168.0;Saída;1.0;2
153;751;169.0;Saída;1.0;2
154;748;170.0;Saída;1.0;2
155;784;171.0;Saída;2.0;2
156;409;172.0;Saída;2.0;2
157;445;173.0;Saída;1.0;2
158;405;174.0;Saída;2.0;2
159;460;175.0;Saída;3.0;2
160;435;176.0;Saída;3.0;2
161;3935;181.0;Saída;3.0;2
162;3974;182.0;Saída;3.0;2
163;3922;183.0;Saída;3.0;2
164;1824;184.0;Saída;1.0;2
165;1837;185.0;Saída;1.0;2
166;1791;186.0;Saída;3.0;2
167;1800;187.0;Saída;2.0;2
168;1778;188.0;Saída;2.0;2
169;2842;193.0;Saída;1.0;2
170;2813;194.0;Saída;3.0;2
171;2850;195.0;Saída;3.0;2
172;2841;196.0;Saída;1.0;2
173;2864;197.0;Saída;2.0;2
174;304;198.0;Saída;1.0;2
175;272;199.0;Saída;3.0;2
176;106;200.0;Saída;3.0;2
177;159;201.0;Saída;2.0;2
178;4129;202.0;Saída;3.0;2
179;4121;203.0;Saída;1.0;2
180;4154;204.0;Saída;3.0;2
181;4101;205.0;Saída;2.0;2
182;4142;206.0;Saída;1.0;2
183;2918;207.0;Saída;2.0;2
184;356;208.0;Saída;3.0;2
185;1231;209.0;Saída;2.0;2
186;3198;210.0;Saída;2.0;2
187;3127;211.0;Saída;1.0;2
188;3181;212.0;Saída;1.0;2
189;3148;213.0;Saída;1.0;2
190;3183;214.0;Saída;2.0;2
191;787;215.0;Saída;1.0;2
192;766;216.0;Saída;3.0;2
193;752;217.0;Saída;2.0;2
194;749;218.0;Saída;2.0;2
195;731;219.0;Saída;1.0;2
196;547;220.0;Saída;2.0;2
197;555;221.0;Saída;1.0;2
198;525;222.0;Saída;1.0;2
199;560;223.0;Saída;2.0;2
200;499;224.0;Saída;3.0;2
201;3139;225.0;Saída;3.0;2
202;3179;226.0;Saída;2.0;2
203;3148;227.0;Saída;3.0;2
204;3187;228.0;Saída;3.0;2
205;3200;229.0;Saída;2.0;2
206;3776;230.0;Saída;1.0;2
207;3812;231.0;Saída;1.0;2
208;3229;234.0;Saída;2.0;2
209;3213;235.0;Saída;3.0;2
210;3253;236.0;Saída;2.0;2
211;3228;237.0;Saída;2.0;2
212;3278;238.0;Saída;3.0;2
213;3407;239.0;Saída;2.0;2
214;3423;240.0;Saída;3.0;2
215;3364;241.0;Saída;2.0;2
216;3399;242.0;Saída;2.0;2
217;3111;243.0;Saída;2.0;2
218;3054;244.0;Saída;1.0;2
219;3048;245.0;Saída;3.0;2
220;3046;246.0;Saída;1.0;2
221;3077;247.0;Saída;1.0;2
222;407;248.0;Saída;2.0;2
223;402;249.0;Saída;3.0;2
224;467;250.0;Saída;2.0;2
225;2228;251.0;Saída;1.0;2
226;1188;252.0;Saída;2.0;2
227;1131;253.0;Saída;3.0;2
228;1168;254.0;Saída;1.0;2
229;1172;255.0;Saída;3.0;2
230;2;256.0;Saída;3.0;2
231;58;257.0;Saída;2.0;2
232;3612;258.0;Saída;2.0;2
233;3659;259.0;Saída;1.0;2
234;3665;260.0;Saída;2.0;2
235;3491;261.0;Saída;1.0;3
236;3004;262.0;Saída;3.0;3
237;3031;263.0;Saída;1.0;3
238;3012;264.0;Saída;2.0;3
239;3677;265.0;Saída;3.0;3
240;3102;266.0;Saída;3.0;3
241;3714;267.0;Saída;2.0;3
242;3712;268.0;Saída;2.0;3
243;3725;269.0;Saída;3.0;3
244;3720;270.0;Saída;1.0;3
245;4258;271.0;Saída;3.0;3
246;4287;272.0;Saída;2.0;3
247;4279;273.0;Saída;1.0;3
248;3520;274.0;Saída;3.0;3
249;3476;275.0;Saída;3.0;3
250;3445;276.0;Saída;3.0;3
251;2535;277.0;Saída;1.0;3
252;2512;278.0;Saída;2.0;3
253;2490;279.0;Saída;2.0;3
254;2496;280.0;Saída;3.0;3
255;2525;281.0;Saída;2.0;3
256;2486;282.0;Saída;1.0;3
257;2490;283.0;Saída;2.0;3
258;1351;284.0;Saída;3.0;3
259;1285;285.0;Saída;2.0;3
260;1293;286.0;Saída;2.0;3
261;2245;287.0;Saída;1.0;3
262;2281;288.0;Saída;2.0;3
263;2266;289.0;Saída;2.0;3
264;178;290.0;Saída;1.0;3
265;4095;295.0;Saída;2.0;3
266;4136;296.0;Saída;2.0;3
267;4124;297.0;Saída;2.0;3
268;1235;298.0;Saída;3.0;3
269;1280;299.0;Saída;1.0;3
270;250;300.0;Saída;3.0;3
271;311;301.0;Saída;2.0;3
272;257;302.0;Saída;1.0;3
273;319;303.0;Saída;3.0;3
274;3560;304.0;Saída;1.0;3
275;3540;305.0;Saída;1.0;3
276;3561;306.0;Saída;2.0;3
277;3531;307.0;Saída;1.0;3
278;3580;308.0;Saída;2.0;3
279;2803;309.0;Saída;3.0;3
280;2820;310.0;Saída;1.0;3
281;2848;311.0;Saída;1.0;3
282;2826;312.0;Saída;2.0;3
283;2836;313.0;Saída;2.0;3
284;1499;314.0;Saída;3.0;3
285;1471;315.0;Saída;3.0;3
286;1511;316.0;Saída;1.0;3
287;1500;317.0;Saída;1.0;3
288;4128;318.0;Saída;3.0;3
289;4114;319.0;Saída;2.0;3
290;4106;320.0;Saída;1.0;3
291;4137;321.0;Saída;1.0;3
292;4093;322.0;Saída;3.0;3
293;1045;323.0;Saída;3.0;3
294;1095;324.0;Saída;1.0;3
295;1080;325.0;Saída;2.0;3
296;1092;326.0;Saída;2.0;3
297;3520;327.0;Saída;1.0;3
298;4259;328.0;Saída;3.0;3
299;842;329.0;Saída;2.0;3
300;822;330.0;Saída;1.0;3
301;862;331.0;Saída;2.0;3
302;825;332.0;Saída;3.0;3
303;859;333.0;Saída;2.0;3
304;4070;334.0;Saída;2.0;3
305;1616;335.0;Saída;2.0;3
306;3225;336.0;Saída;3.0;3
307;1835;337.0;Saída;1.0;3
308;1813;338.0;Saída;2.0;3
309;1483;339.0;Saída;2.0;3
310;1450;340.0;Saída;3.0;3
311;1457;341.0;Saída;2.0;3
312;1501;342.0;Saída;2.0;3
313;3707;343.0;Saída;3.0;3
314;431;344.0;Saída;2.0;3
315;480;345.0;Saída;1.0;3
316;4237;346.0;Saída;1.0;3
317;1997;347.0;Saída;1.0;3
318;1984;348.0;Saída;3.0;3
319;1960;349.0;Saída;3.0;3
320;744;350.0;Saída;1.0;3
321;767;351.0;Saída;1.0;3
322;759;352.0;Saída;3.0;3
323;745;353.0;Saída;1.0;3
324;1262;354.0;Saída;1.0;3
325;1235;355.0;Saída;1.0;3
326;1267;356.0;Saída;2.0;3
327;1261;357.0;Saída;2.0;3
328;1250;358.0;Saída;3.0;3
329;2728;359.0;Saída;1.0;3
330;2765;360.0;Saída;1.0;3
331;2775;361.0;Saída;2.0;3
332;2790;362.0;Saída;1.0;3
333;208;363.0;Saída;3.0;3
334;174;364.0;Saída;1.0;3
335;189;365.0;Saída;2.0;3
336;191;366.0;Saída;3.0;3
337;1860;367.0;Saída;2.0;3
338;1851;368.0;Saída;2.0;3
339;679;369.0;Saída;3.0;3
340;3138;370.0;Saída;2.0;3
341;3155;371.0;Saída;2.0;3
342;3942;372.0;Saída;3.0;3
343;4259;373.0;Saída;2.0;3
344;4283;374.0;Saída;1.0;3
345;4254;375.0;Saída;2.0;3
346;3095;376.0;Saída;2.0;3
347;122;379.0;Saída;2.0;4
348;141;380.0;Saída;2.0;4
349;986;381.0;Saída;3.0;4
350;1022;382.0;Saída;3.0;4
351;966;383.0;Saída;1.0;4
352;4034;384.0;Saída;3.0;4
353;3643;385.0;Saída;1.0;4
354;3604;386.0;Saída;1.0;4
355;3658;387.0;Saída;2.0;4
356;3672;388.0;Saída;2.0;4
357;3645;389.0;Saída;3.0;4
358;1957;390.0;Saída;3.0;4
359;1520;391.0;Saída;2.0;4
360;1488;392.0;Saída;3.0;4
361;1448;393.0;Saída;2.0;4
362;1487;394.0;Saída;1.0;4
363;1513;395.0;Saída;3.0;4
364;3414;400.0;Saída;2.0;4
365;3389;401.0;Saída;2.0;4
366;3361;402.0;Saída;3.0;4
367;3359;403.0;Saída;2.0;4
368;3294;404.0;Saída;2.0;4
369;3349;405.0;Saída;2.0;4
370;3347;406.0;Saída;2.0;4
371;3342;407.0;Saída;1.0;4
372;1778;408.0;Saída;2.0;4
373;1783;409.0;Saída;1.0;4
374;1796;410.0;Saída;1.0;4
375;1564;411.0;Saída;3.0;4
376;1539;412.0;Saída;1.0;4
377;1580;413.0;Saída;1.0;4
378;3926;414.0;Saída;3.0;4
379;3934;415.0;Saída;3.0;4
380;3793;416.0;Saída;1.0;4
381;3799;417.0;Saída;2.0;4
382;3835;418.0;Saída;1.0;4
383;2893;419.0;Saída;1.0;4
384;2929;420.0;Saída;3.0;4
385;3761;421.0;Saída;1.0;4
386;3513;422.0;Saída;3.0;4
387;3505;423.0;Saída;1.0;4
388;3333;424.0;Saída;2.0;4
389;3317;425.0;Saída;3.0;4
390;2983;426.0;Saída;1.0;4
391;3001;427.0;Saída;2.0;4
392;1303;428.0;Saída;1.0;5
393;1567;429.0;Saída;1.0;5
394;1584;430.0;Saída;1.0;5
395;1598;431.0;Saída;2.0;5
396;1564;432.0;Saída;3.0;5
397;1517;433.0;Saída;1.0;5
398;1508;434.0;Saída;1.0;5
399;1484;435.0;Saída;3.0;5
400;1497;436.0;Saída;1.0;5
401;1452;437.0;Saída;2.0;5
402;598;438.0;Saída;1.0;5
403;568;439.0;Saída;1.0;5
404;1127;440.0;Saída;1.0;5
405;1156;441.0;Saída;1.0;5
406;1133;442.0;Saída;3.0;5
407;1185;443.0;Saída;3.0;5
408;1175;444.0;Saída;3.0;5
409;73;449.0;Saída;1.0;5
410;17;450.0;Saída;1.0;5
411;38;451.0;Saída;2.0;5
412;1624;452.0;Saída;1.0;5
413;1606;453.0;Saída;3.0;5
414;3879;454.0;Saída;2.0;5
415;3873;455.0;Saída;1.0;5
416;3878;456.0;Saída;1.0;5
417;1992;457.0;Saída;3.0;5
418;2116;461.0;Saída;1.0;5
419;2145;462.0;Saída;1.0;5
420;2131;463.0;Saída;1.0;5
421;3166;464.0;Saída;3.0;5
422;3187;465.0;Saída;2.0;5
423;1156;466.0;Saída;2.0;5
424;1131;467.0;Saída;2.0;5
425;1137;468.0;Saída;2.0;5
426;1164;469.0;Saída;1.0;5
427;1145;470.0;Saída;1.0;5
428;596;471.0;Saída;1.0;5
429;603;472.0;Saída;1.0;5
430;2987;473.0;Saída;3.0;5
431;2982;474.0;Saída;3.0;5
432;2991;475.0;Saída;2.0;5
433;2995;476.0;Saída;1.0;5
434;275;480.0;Saída;2.0;5
435;282;481.0;Saída;2.0;5
436;4246;482.0;Saída;1.0;5
437;4242;483.0;Saída;3.0;5
438;4288;484.0;Saída;1.0;5
439;516;485.0;Saída;3.0;5
440;557;486.0;Saída;1.0;5
441;3685;487.0;Saída;2.0;5
442;3749;488.0;Saída;2.0;5
443;3723;489.0;Saída;2.0;5
444;3687;490.0;Saída;2.0;5
445;3696;491.0;Saída;1.0;5
446;998;492.0;Saída;2.0;5
447;1006;493.0;Saída;2.0;5
448;753;494.0;Saída;2.0;5
449;752;495.0;Saída;1.0;5
450;3764;500.0;Saída;3.0;5
451;3765;501.0;Saída;1.0;5
452;3840;502.0;Saída;3.0;5
453;3794;503.0;Saída;3.0;5
454;798;505.0;Saída;2.0;5
455;795;506.0;Saída;1.0;5
456;756;507.0;Saída;3.0;5
457;3451;508.0;Saída;1.0;5
458;3457;509.0;Saída;1.0;5
459;3481;510.0;Saída;1.0;5
460;3507;511.0;Saída;1.0;5
461;3504;512.0;Saída;1.0;5
462;2250;513.0;Saída;2.0;5
463;2259;514.0;Saída;1.0;5
464;2304;515.0;Saída;3.0;5
465;2299;516.0;Saída;1.0;5
466;2467;517.0;Saída;1.0;5
467;2472;518.0;Saída;2.0;5
468;2652;523.0;Saída;1.0;5
469;843;524.0;Saída;3.0;6
470;3696;527.0;Saída;3.0;6
471;3690;528.0;Saída;3.0;6
472;3706;529.0;Saída;3.0;6
473;1243;530.0;Saída;1.0;6
474;1226;531.0;Saída;3.0;6
475;1206;532.0;Saída;3.0;6
476;1224;533.0;Saída;2.0;6
477;1236;534.0;Saída;1.0;6
478;428;535.0;Saída;1.0;6
479;411;536.0;Saída;1.0;6
480;451;537.0;Saída;1.0;6
481;1651;538.0;Saída;2.0;6
482;1675;539.0;Saída;2.0;6
483;1274;540.0;Saída;3.0;6
484;1255;541.0;Saída;1.0;6
485;3551;542.0;Saída;3.0;6
486;3564;543.0;Saída;3.0;6
487;3565;544.0;Saída;1.0;6
488;3525;545.0;Saída;1.0;6
489;1827;546.0;Saída;2.0;6
490;1802;547.0;Saída;1.0;6
491;2289;548.0;Saída;1.0;6
492;2297;549.0;Saída;3.0;6
493;3642;550.0;Saída;2.0;6
494;2270;551.0;Saída;2.0;6
495;2277;552.0;Saída;1.0;6
496;2283;553.0;Saída;1.0;6
497;2426;554.0;Saída;2.0;6
498;3517;555.0;Saída;1.0;6
499;1152;556.0;Saída;2.0;6
500;1170;557.0;Saída;2.0;6
501;1187;558.0;Saída;1.0;6
502;1192;559.0;Saída;2.0;6
503;1173;560.0;Saída;2.0;6
504;991;561.0;Saída;3.0;6
505;1003;562.0;Saída;1.0;6
506;1036;563.0;Saída;3.0;6
507;1007;564.0;Saída;1.0;6
508;3018;565.0;Saída;2.0;6
509;2965;566.0;Saída;1.0;6
510;2996;567.0;Saída;1.0;6
511;2987;568.0;Saída;3.0;6
512;3038;569.0;Saída;2.0;6
513;1019;570.0;Saída;1.0;6
514;1022;571.0;Saída;2.0;6
515;987;572.0;Saída;1.0;6
516;1012;573.0;Saída;1.0;6
517;3460;574.0;Saída;1.0;6
518;3442;575.0;Saída;2.0;6
519;3446;576.0;Saída;3.0;6
520;3505;577.0;Saída;3.0;6
521;4049;578.0;Saída;1.0;6
522;4031;579.0;Saída;1.0;6
523;4074;580.0;Saída;1.0;6
524;3298;583.0;Saída;1.0;6
525;3333;584.0;Saída;2.0;6
526;3291;585.0;Saída;2.0;6
527;2932;586.0;Saída;1.0;6
528;2355;587.0;Saída;2.0;6
529;2366;588.0;Saída;3.0;6
530;2321;589.0;Saída;1.0;6
531;2399;590.0;Saída;1.0;6
532;2326;591.0;Saída;2.0;6
533;1023;592.0;Saída;1.0;6
534;968;593.0;Saída;1.0;6
535;967;594.0;Saída;2.0;6
536;2075;595.0;Saída;1.0;6
537;2033;596.0;Saída;2.0;6
538;2005;597.0;Saída;3.0;6
539;2015;598.0;Saída;2.0;6
540;2020;599.0;Saída;3.0;6
541;3134;600.0;Saída;3.0;6
542;3172;601.0;Saída;1.0;6
543;3187;602.0;Saída;3.0;6
544;3168;603.0;Saída;3.0;6
545;2957;604.0;Saída;3.0;7
546;2887;605.0;Saída;3.0;7
547;2930;606.0;Saída;3.0;7
548;317;607.0;Saída;1.0;7
549;258;608.0;Saída;3.0;7
550;274;609.0;Saída;3.0;7
551;305;610.0;Saída;3.0;7
552;346;611.0;Saída;3.0;7
553;396;612.0;Saída;1.0;7
554;376;613.0;Saída;3.0;7
555;4083;614.0;Saída;1.0;7
556;4134;615.0;Saída;1.0;7
557;161;621.0;Saída;2.0;7
558;958;622.0;Saída;3.0;7
559;944;623.0;Saída;2.0;7
560;930;624.0;Saída;3.0;7
561;943;625.0;Saída;2.0;7
562;3887;626.0;Saída;1.0;7
563;3875;627.0;Saída;1.0;7
564;3917;628.0;Saída;1.0;7
565;3906;629.0;Saída;1.0;7
566;3908;630.0;Saída;1.0;7
567;3922;631.0;Saída;2.0;7
568;3975;632.0;Saída;2.0;7
569;3942;633.0;Saída;2.0;7
570;3036;634.0;Saída;1.0;7
571;2968;635.0;Saída;2.0;7
572;3008;636.0;Saída;1.0;7
573;3030;637.0;Saída;1.0;7
574;2998;638.0;Saída;1.0;7
575;405;639.0;Saída;1.0;7
576;475;640.0;Saída;1.0;7
577;416;641.0;Saída;1.0;7
578;421;642.0;Saída;3.0;7
579;680;643.0;Saída;2.0;7
580;697;644.0;Saída;3.0;7
581;712;645.0;Saída;2.0;7
582;640;646.0;Saída;1.0;7
583;3885;647.0;Saída;2.0;7
584;3846;648.0;Saída;3.0;7
585;3903;649.0;Saída;3.0;7
586;3893;650.0;Saída;2.0;7
587;2852;651.0;Saída;2.0;7
588;2811;652.0;Saída;2.0;7
589;2860;653.0;Saída;1.0;7
590;1359;654.0;Saída;2.0;7
591;1344;655.0;Saída;2.0;7
592;1342;656.0;Saída;1.0;7
593;2995;657.0;Saída;1.0;7
594;3857;658.0;Saída;1.0;7
595;3861;659.0;Saída;3.0;7
596;3873;660.0;Saída;3.0;7
597;3848;661.0;Saída;1.0;7
598;1327;662.0;Saída;3.0;7
599;1341;663.0;Saída;2.0;7
600;1359;664.0;Saída;3.0;7
601;1283;665.0;Saída;2.0;7
602;1346;666.0;Saída;1.0;7
603;3551;667.0;Saída;1.0;7
604;3558;668.0;Saída;1.0;7
605;3589;669.0;Saída;2.0;7
606;2359;670.0;Saída;2.0;7
607;2375;671.0;Saída;2.0;7
608;2347;672.0;Saída;3.0;7
609;2321;673.0;Saída;2.0;7
610;2374;674.0;Saída;3.0;7
611;107;675.0;Saída;2.0;7
612;89;676.0;Saída;2.0;7
613;116;677.0;Saída;3.0;7
614;2656;678.0;Saída;3.0;7
615;2654;679.0;Saída;3.0;7
616;4218;680.0;Saída;1.0;7
617;4171;681.0;Saída;2.0;7
618;4238;682.0;Saída;1.0;7
619;4172;683.0;Saída;2.0;7
620;4180;684.0;Saída;1.0;7
621;1202;685.0;Saída;1.0;7
622;1502;688.0;Saída;2.0;7
623;1487;689.0;Saída;3.0;7
624;1458;690.0;Saída;1.0;7
625;1475;691.0;Saída;3.0;7
626;1473;692.0;Saída;2.0;7
627;1421;693.0;Saída;3.0;8
628;1361;694.0;Saída;1.0;8
629;1439;695.0;Saída;1.0;8
630;1407;696.0;Saída;1.0;8
631;1383;697.0;Saída;1.0;8
632;114;698.0;Saída;3.0;8
633;124;699.0;Saída;1.0;8
634;84;700.0;Saída;1.0;8
635;107;701.0;Saída;3.0;8
636;139;702.0;Saída;1.0;8
637;55;703.0;Saída;3.0;8
638;32;704.0;Saída;1.0;8
639;60;705.0;Saída;2.0;8
640;58;706.0;Saída;3.0;8
641;1369;707.0;Saída;1.0;8
642;1461;708.0;Saída;2.0;8
643;1515;709.0;Saída;2.0;8
644;1504;710.0;Saída;2.0;8
645;1343;711.0;Saída;2.0;8
646;3894;712.0;Saída;1.0;8
647;3862;713.0;Saída;1.0;8
648;3867;714.0;Saída;3.0;8
649;2238;715.0;Saída;1.0;8
650;2183;716.0;Saída;2.0;8
651;2175;717.0;Saída;3.0;8
652;2207;718.0;Saída;3.0;8
653;556;723.0;Saída;1.0;8
654;552;724.0;Saída;2.0;8
655;3863;729.0;Saída;1.0;8
656;190;730.0;Saída;1.0;8
657;225;731.0;Saída;1.0;8
658;212;732.0;Saída;2.0;8
659;3658;733.0;Saída;1.0;8
660;3645;734.0;Saída;1.0;8
661;3603;735.0;Saída;2.0;8
662;3653;736.0;Saída;3.0;8
663;3623;737.0;Saída;3.0;8
664;4089;738.0;Saída;1.0;8
665;4153;739.0;Saída;1.0;8
666;4120;740.0;Saída;3.0;8
667;4094;741.0;Saída;1.0;8
668;4147;742.0;Saída;3.0;8
669;578;743.0;Saída;2.0;8
670;575;744.0;Saída;1.0;8
671;592;745.0;Saída;3.0;8
672;589;746.0;Saída;1.0;8
673;619;747.0;Saída;3.0;8
674;3318;748.0;Saída;1.0;8
675;3284;749.0;Saída;3.0;8
676;3337;750.0;Saída;1.0;8
677;3291;751.0;Saída;1.0;8
678;3301;752.0;Saída;3.0;8
679;2179;753.0;Saída;1.0;8
680;2163;754.0;Saída;2.0;8
681;2194;755.0;Saída;1.0;8
682;2195;756.0;Saída;3.0;8
683;821;757.0;Saída;2.0;8
684;817;758.0;Saída;2.0;8
685;2947;759.0;Saída;3.0;8
686;2882;760.0;Saída;3.0;8
687;2927;761.0;Saída;1.0;8
688;2928;762.0;Saída;1.0;8
689;398;765.0;Saída;1.0;9
690;346;766.0;Saída;3.0;9
691;380;767.0;Saída;3.0;9
692;338;768.0;Saída;2.0;9
693;397;769.0;Saída;3.0;9
694;4090;770.0;Saída;1.0;9
695;4084;771.0;Saída;3.0;9
696;4109;772.0;Saída;3.0;9
697;3055;773.0;Saída;3.0;9
698;3089;774.0;Saída;3.0;9
699;3106;775.0;Saída;2.0;9
700;3117;776.0;Saída;3.0;9
701;3062;777.0;Saída;3.0;9
702;2596;779.0;Saída;2.0;9
703;4087;780.0;Saída;2.0;9
704;4083;781.0;Saída;2.0;9
705;4089;782.0;Saída;3.0;9
706;4084;783.0;Saída;3.0;9
707;4137;784.0;Saída;2.0;9
708;3069;785.0;Saída;3.0;9
709;3063;786.0;Saída;3.0;9
710;3084;787.0;Saída;1.0;9
711;3109;788.0;Saída;2.0;9
712;1313;789.0;Saída;1.0;9
713;1300;790.0;Saída;2.0;9
714;1299;791.0;Saída;3.0;9
715;1734;792.0;Saída;2.0;9
716;1758;793.0;Saída;2.0;9
717;1726;794.0;Saída;1.0;9
718;1740;795.0;Saída;2.0;9
719;1717;796.0;Saída;2.0;9
720;1164;797.0;Saída;3.0;9
721;1162;798.0;Saída;3.0;9
722;3550;799.0;Saída;3.0;9
723;642;800.0;Saída;1.0;9
724;704;801.0;Saída;3.0;9
725;648;802.0;Saída;1.0;9
726;452;803.0;Saída;3.0;9
727;438;804.0;Saída;1.0;9
728;478;805.0;Saída;3.0;9
729;439;806.0;Saída;1.0;9
730;1733;807.0;Saída;2.0;9
731;2997;808.0;Saída;3.0;9
732;3000;809.0;Saída;1.0;9
733;3014;810.0;Saída;3.0;9
734;20;811.0;Saída;1.0;9
735;78;812.0;Saída;2.0;9
736;72;813.0;Saída;2.0;9
737;54;814.0;Saída;1.0;9
738;26;815.0;Saída;2.0;9
739;375;816.0;Saída;2.0;9
740;341;817.0;Saída;1.0;9
741;399;818.0;Saída;2.0;9
742;365;819.0;Saída;2.0;9
